cid,type,time,lon,lat,spd,turn,dis,roadid
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 07:46:50,118.74959172599051,30.94068834828764,9.199361355162441,L,178.251201804571,4938_4879
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 07:47:00,-127.26193840111192,30.936839086012743,9.199361355162441,L,84.43477980216521,4938_4879
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 22:42:30,118.74853712321702,30.9553135400165,7.977896540504626,S,91.65758878642252,9163_5010
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 22:42:40,118.74879499618658,30.95459921533726,7.977896540504626,S,8.332508071492956,9163_5010
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 16:51:20,118.73818243861524,30.951164835148756,12.436212432058108,L,204.69037527797627,4938_4879
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 16:51:30,118.73805388586254,31.039384838406367,12.436212432058108,L,76.7588907292411,4938_4879
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 10:21:30,118.7599965707557,30.948514160214568,8.041331879408185,R,324.58842033914306,4854_4863
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 10:21:40,118.76080942511173,30.948719501114176,8.041331879408185,R,243.4413152543573,4854_4863
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 10:21:50,118.7616392948527,30.948846389420112,8.041331879408185,R,162.29421016957153,4854_4863
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 10:22:00,118.76248494927509,30.94880449017766,8.041331879408185,R,81.14710508478576,4854_4863
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 10:22:10,118.763330602191,30.948762585450208,8.041331879408185,R,0.0,4854_4863
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 22:03:30,118.75991430616035,30.94849337834821,4.4587391150786075,S,332.8008984441093,4854_4863
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 22:03:40,118.76036480321963,30.94860718279751,4.4587391150786075,S,287.82780405977024,4854_4863
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 22:03:50,118.76081530117764,30.948720985486197,4.4587391150786075,S,242.8547096754311,4854_4863
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 22:04:00,118.76127054506038,30.948819514706067,4.4587391150786075,S,197.88161529109203,4854_4863
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 22:04:10,118.76173710556168,30.948841543523184,4.4587391150786075,S,152.90852090675293,4854_4863
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 22:04:20,118.76220578159615,30.948818322582255,4.4587391150786075,S,107.93542652241383,4854_4863
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 22:04:30,118.76267445716792,30.94879509995656,4.4587391150786075,S,62.962332138074736,4854_4863
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 22:04:40,118.76314313227694,30.948771875646113,4.4587391150786075,S,17.98923775373564,4854_4863
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 00:30:30,118.73487864656057,30.93682664149639,9.086463555054522,Unknown,208.988661766254,4616_4605
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 00:30:40,118.73575657843057,30.948221243640013,9.086463555054522,Unknown,118.1240262157088,4616_4605
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 00:30:50,118.736636274557,30.936212046321177,9.086463555054522,Unknown,27.259390665163565,4616_4605
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 16:09:10,118.74575228979836,30.942764152569048,7.257913053635571,Unknown,239.51113076997385,4689_4694
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 16:09:20,118.74650969181705,30.94277826938932,7.257913053635571,Unknown,166.93200023361814,4689_4694
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 16:09:30,118.74726709344633,30.94279238172658,7.257913053635571,Unknown,94.35286969726242,4689_4694
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 16:09:40,118.74802449468591,30.942806489580846,7.257913053635571,Unknown,21.77373916090671,4689_4694
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 10:41:00,118.77475478704348,30.94670018370487,3.848150845594244,Unknown,350.18172694907616,8365_4917
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 10:41:10,118.77461455830547,30.94702460239575,3.848150845594244,Unknown,311.7002184931338,8365_4917
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 10:41:20,118.7744743287462,30.947349021020976,3.848150845594244,Unknown,273.21871003719133,8365_4917
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 10:41:30,118.77433409836586,30.94767343958057,3.848150845594244,Unknown,234.73720158124888,8365_4917
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 10:41:40,118.7741938671643,30.947997858074498,3.848150845594244,Unknown,196.25569312530644,8365_4917
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 10:41:50,118.77405363514151,30.94832227650275,3.848150845594244,Unknown,157.774184669364,8365_4917
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 10:42:00,118.7739134022975,30.948646694865353,3.848150845594244,Unknown,119.29267621342156,8365_4917
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 10:42:10,118.77377316863218,30.948971113162276,3.848150845594244,Unknown,80.81116775747911,8365_4917
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 10:42:20,118.77363293414552,30.949295531393528,3.848150845594244,Unknown,42.32965930153668,8365_4917
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 10:42:30,118.77349269883761,30.949619949559075,3.848150845594244,Unknown,3.8481508455942435,8365_4917
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 15:13:00,118.76745099600333,30.93809290277748,7.837785881918726,Unknown,438.91600938744864,4634_4642
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 15:13:10,118.76826703656593,30.948904321165333,7.837785881918726,Unknown,360.53815056826136,4634_4642
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 15:13:20,118.76908356218078,30.94880410338987,7.837785881918726,Unknown,282.16029174907413,4634_4642
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 15:13:30,118.76990008781631,30.938226934409006,7.837785881918726,Unknown,203.78243292988688,4634_4642
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 15:13:40,118.7707166134723,30.938269906456046,7.837785881918726,Unknown,125.40457411069961,4634_4642
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 15:13:50,118.77153070052056,30.93833801272822,7.837785881918726,Unknown,47.02671529151235,4634_4642
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:34:50,118.76301947969459,30.943598952616785,5.836926021608041,Unknown,478.6279337718593,4724_4732
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:35:00,118.7636267655764,30.943641095886953,5.836926021608041,Unknown,420.2586735557789,4724_4732
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:35:10,118.76423420156362,30.943681456820027,5.836926021608041,Unknown,361.88941333969854,4724_4732
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:35:20,118.76484214299934,30.94371585190956,5.836926021608041,Unknown,303.5201531236181,4724_4732
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:35:30,118.76544992427043,30.94375229977547,5.836926021608041,Unknown,245.1508929075377,4724_4732
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:35:40,118.76605770562158,30.943788744584594,5.836926021608041,Unknown,186.78163269145728,4724_4732
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:35:50,118.76666479422342,30.943832470721453,5.836926021608041,Unknown,128.41237247537688,4724_4732
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:36:00,118.76727143372197,30.94852938395278,5.836926021608041,Unknown,70.04311225929648,4724_4732
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:36:10,118.7678804119183,30.951772207490162,5.836926021608041,Unknown,11.67385204321608,4724_4732
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 19:09:30,118.74039961996475,31.06441222387508,10.71814797457144,Unknown,436.2390023233375,4589_4562
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 19:09:40,118.74142718141249,30.93438749031743,10.71814797457144,Unknown,327.1792517425031,4589_4562
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 19:09:50,-127.28378307828744,30.939224698911893,10.71814797457144,Unknown,218.11950116166875,4589_4562
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 19:10:00,118.7434995631415,30.95651660797932,10.71814797457144,Unknown,109.05975058083438,4589_4562
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 19:10:10,118.74453867930187,30.933175039171115,10.71814797457144,Unknown,0.0,4589_4562
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 21:18:30,118.75927610521074,30.948347098985764,7.608130440692943,Unknown,380.40652203464714,4854_4835
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 21:18:40,118.75850025819139,30.948200917102323,7.608130440692943,Unknown,304.32521762771773,4854_4835
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 21:18:50,118.75772308944553,30.94806005086521,7.608130440692943,Unknown,228.24391322078827,4854_4835
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 21:19:00,118.75694267944947,30.947933570450367,7.608130440692943,Unknown,152.16260881385887,4854_4835
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 21:19:10,118.75616081838855,30.93809817537942,7.608130440692943,Unknown,76.08130440692943,4854_4835
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 21:19:20,118.75537895864767,30.94769349353993,7.608130440692943,Unknown,0.0,4854_4835
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 11:35:10,118.7427691826472,30.97185755459793,8.520328105749087,Unknown,436.0644475131252,8359_9176
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 11:35:20,118.74329198321996,30.971234004723915,8.520328105749087,Unknown,350.56161466741435,8359_9176
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 11:35:30,118.74379072072452,30.948074840198956,8.520328105749087,Unknown,265.0587818217035,8359_9176
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 11:35:40,118.74424071502855,30.969932377636724,8.520328105749087,Unknown,179.55594897599272,8359_9176
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 11:35:50,118.74466777999756,30.958551048577956,8.520328105749087,Unknown,94.05311613028191,8359_9176
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 11:36:00,118.74508767402891,30.96857804360656,8.520328105749087,Unknown,8.550283284571082,8359_9176
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 20:17:30,118.74795798253864,30.95807920861584,7.201561569273394,Unknown,268.17570996733775,9162_9163
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 20:17:40,118.747829540751,30.957442223071677,7.201561569273394,Unknown,195.69578835454377,9162_9163
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 20:17:50,118.74803519700043,30.956817225856124,7.201561569273394,Unknown,123.21586674174978,9162_9163
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 20:18:00,118.74827338743263,30.95619836350357,7.201561569273394,Unknown,50.73594512895579,9162_9163
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:49:50,118.759405195894,30.93725643220686,3.388495070224588,Unknown,393.0654281460522,4854_4835
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:50:00,118.75905965023506,30.948306315964142,3.388495070224588,Unknown,359.18047744380635,4854_4835
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:50:10,118.7587141049252,30.94824120974346,3.388495070224588,Unknown,325.2955267415605,4854_4835
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:50:20,118.75836835288221,30.948176935063742,3.388495070224588,Unknown,291.41057603931455,4854_4835
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:50:30,118.75802220940557,30.94811423441545,3.388495070224588,Unknown,257.5256253370687,4854_4835
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:50:40,118.75767606623998,30.948051532872586,3.388495070224588,Unknown,223.64067463482283,4854_4835
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:50:50,118.75732901128411,30.94280462262225,3.388495070224588,Unknown,189.75572393257693,4854_4835
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:51:00,118.75698078699689,31.026749450767998,3.388495070224588,Unknown,155.87077323033105,4854_4835
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:51:10,118.75663256297365,31.02751476496445,3.388495070224588,Unknown,121.98582252808517,4854_4835
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:51:20,118.75628433920883,30.949531458684728,3.388495070224588,Unknown,88.10087182583929,4854_4835
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:51:30,118.75593611570494,30.934220474481595,3.388495070224588,Unknown,54.215921123593404,4854_4835
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:51:40,118.75558789246499,30.947725572183597,3.388495070224588,Unknown,20.33097042134753,4854_4835
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 16:36:50,118.74831745290338,30.956050525184907,3.797397416453882,S,284.3308732183822,9163_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 16:37:00,118.74820444861196,30.935042970361454,3.797397416453882,S,245.90778224292515,9163_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 16:37:10,118.74835914702017,30.955910642353228,3.797397416453882,S,207.4846912674681,9163_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 16:37:20,118.74794953496678,30.957037514410864,3.797397416453882,S,169.06160029201104,9163_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 16:37:30,118.74783956221181,30.944670713906955,3.797397416453882,S,130.63850931655398,9163_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 16:37:40,118.74785529264364,30.95813611785597,3.797397416453882,S,92.21541834109692,9163_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 16:37:50,118.74794392014358,30.93995108629731,3.797397416453882,S,53.79232736563987,9163_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 16:38:00,118.74808364607485,30.95837063144772,3.797397416453882,S,15.369236390182822,9163_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 09:51:50,118.76729987964336,30.938079425427745,10.077153276752648,Unknown,453.4718974538692,4634_4642
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 09:52:00,118.76834868912653,30.938145273030933,10.077153276752648,Unknown,352.7003646863427,4634_4642
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 20:14:40,118.74838220318257,30.963566945229992,3.6642257227507398,S,596.1507361956183,5126_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 20:14:50,118.74848022185488,30.96324682448555,3.6642257227507398,S,559.3513080353949,5126_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 20:15:00,118.74857824000728,30.962926703723106,3.6642257227507398,S,522.5518798751716,5126_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 20:15:10,118.74867625763963,30.96260658294266,3.6642257227507398,S,485.7524517149483,5126_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 20:15:20,118.7487742747521,30.962286462144213,3.6642257227507398,S,448.9530235547249,5126_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 20:15:30,118.74887609809737,30.961967235198067,3.6642257227507398,S,412.1535953945015,5126_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 20:15:40,118.74898007700472,30.961648514510376,3.6642257227507398,S,375.35416723427824,5126_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 20:15:50,118.74908405535263,30.9613297937992,3.6642257227507398,S,338.55473907405485,5126_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 20:16:00,118.7491810345514,30.942944919210248,3.6642257227507398,S,301.75531091383147,5126_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 20:16:10,118.74923653850165,30.96068361078048,3.6642257227507398,S,264.95588275360814,5126_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 20:16:20,118.74919919316,30.960356213228703,3.6642257227507398,S,228.15645459338478,5126_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 20:16:30,118.74907205721406,30.960045096689562,3.6642257227507398,S,191.35702643316145,5126_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 20:16:40,118.74892435684104,30.95973946537443,3.6642257227507398,S,154.55759827293807,5126_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 20:16:50,118.74874040729927,30.95944883337817,3.6642257227507398,S,117.75817011271474,5126_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 20:17:00,118.74855600188015,30.959158390126774,3.6642257227507398,S,80.95874195249138,5126_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 20:17:10,118.74837159766791,30.958867946487814,3.6642257227507398,S,44.15931379226802,5126_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 20:17:20,118.74818719466249,30.958577502461285,3.6642257227507398,S,7.359885632044671,5126_9162
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:30:10,118.75541110179273,30.947698428660143,4.157019725327072,Unknown,399.0738936313989,4835_4854
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:30:20,118.75583830337179,30.94776401852475,4.157019725327072,Unknown,357.50369637812815,4835_4854
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:30:30,118.75626550534811,31.0299694411055,4.157019725327072,Unknown,315.93349912485746,4835_4854
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:30:40,118.75669270771718,30.94789519383723,4.157019725327072,Unknown,274.36330187158677,4835_4854
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:30:50,118.75711991047754,30.947960779313778,4.157019725327072,Unknown,232.793104618316,4835_4854
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:31:00,118.75754672190695,30.938678780196913,4.157019725327072,Unknown,191.2229073650453,4835_4854
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:31:10,118.75797137167385,30.9481050255491,4.157019725327072,Unknown,149.65271011177458,4835_4854
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:31:20,118.75839602190482,30.948181947003164,4.157019725327072,Unknown,108.08251285850386,4835_4854
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 09:52:10,118.76939850778062,30.938200534686874,10.077153276752648,Unknown,251.9288319188162,4634_4642
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 09:52:20,118.77044832646884,30.948022777773993,10.077153276752648,Unknown,151.15729915128972,4634_4642
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 09:52:30,118.77149583772245,30.938334819202204,10.077153276752648,Unknown,50.38576638376324,4634_4642
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:31:30,118.758820097183,30.948261180477978,4.157019725327072,Unknown,66.51231560523316,4835_4854
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 17:31:40,118.75924401377402,30.940493618502444,4.157019725327072,Unknown,24.94211835196243,4835_4854
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 00:08:20,118.75498239204784,30.94279856802996,9.703115238136176,Unknown,378.42149428731085,4635_4651
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 00:08:30,118.75404323808085,30.936036790871846,9.703115238136176,Unknown,281.3903419059491,4635_4651
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 00:08:40,118.7531049806012,30.93931460771814,9.703115238136176,Unknown,184.35918952458732,4635_4651
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 00:08:50,118.75216778299085,30.939645481495006,9.703115238136176,Unknown,87.32803714322557,4635_4651
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 07:57:00,118.7509006029687,30.95142398297981,3.9436278642422877,Unknown,331.26474059635217,4927_4944
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 07:57:10,118.75129918286504,30.951512577354457,3.9436278642422877,Unknown,291.82846195392926,4927_4944
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 07:57:20,118.75170245893936,30.95158386075377,3.9436278642422877,Unknown,252.39218331150641,4927_4944
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 07:57:30,118.75210573533683,30.951655143297405,3.9436278642422877,Unknown,212.9559046690835,4927_4944
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 07:57:40,118.75250901227153,30.951726424085425,3.9436278642422877,Unknown,173.51962602666066,4927_4944
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 07:57:50,-127.23217679417019,30.94835864470843,3.9436278642422877,Unknown,134.08334738423778,4927_4944
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 07:58:00,118.75331556743657,30.969333151707804,3.9436278642422877,Unknown,94.6470687418149,4927_4944
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 07:58:10,118.75371884560829,30.969615981803987,3.9436278642422877,Unknown,55.21079009939203,4927_4944
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 07:58:20,118.75412212421494,30.952011534583086,3.9436278642422877,Unknown,15.774511456969151,4927_4944
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 11:35:00,118.74130275937921,30.97181064065013,14.723602184019336,R,140.06934817327408,5190_8359
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 11:31:40,118.72771056003207,30.968716173863445,6.323373945937855,Unknown,227.6414620537628,9157_8345
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 11:31:50,118.72830365156764,30.968966124489196,6.323373945937855,Unknown,164.40772259438424,9157_8345
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 11:32:00,118.72889674592409,30.969216072056838,6.323373945937855,Unknown,101.17398313500568,9157_8345
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 11:32:10,118.72948984310152,30.94298937165755,6.323373945937855,Unknown,37.94024367562713,9157_8345
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 09:15:50,118.71802408850127,30.94277865736702,8.851733939670021,Unknown,168.18294485373042,4674_4713
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 09:16:00,118.71745307059442,30.943404767985793,8.851733939670021,Unknown,79.6656054570302,4674_4713
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 09:40:40,118.75101295955584,30.940056483028684,5.138883941599352,S,161.12700319212485,4651_4662
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 09:40:50,118.75052781046847,31.030123195950992,5.138883941599352,S,109.15055054950393,4651_4662
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 09:41:00,118.7500474105762,31.030161180907175,5.138883941599352,S,57.17409790688301,4651_4662
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 09:41:10,118.7495670083205,30.956741611593195,5.138883941599352,S,5.197645264262092,4651_4662
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 14:15:50,118.75567265987868,30.938420316657513,5.353442890006166,Unknown,449.68920276051796,4635_4651
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 14:16:00,-13.245020924907152,30.956735798590717,5.353442890006166,Unknown,396.15477386045626,4635_4651
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 14:16:10,118.75463563632137,31.0364711905813,5.353442890006166,Unknown,342.6203449603946,4635_4651
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 14:16:20,118.75411765129522,30.95743996153698,5.353442890006166,Unknown,289.085916060333,4635_4651
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 10:02:20,118.75117889351516,30.93999742828008,3.43511599124259,S,178.32648388477395,4651_4662
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 10:02:30,118.75084399947232,30.94012199048709,3.43511599124259,S,143.36050665246535,4651_4662
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 10:02:40,118.75052082285063,30.940268153533644,3.43511599124259,S,108.39452942015672,4651_4662
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 10:02:50,118.75019764497826,30.951425341115907,3.43511599124259,S,73.4285521878481,4651_4662
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 10:03:00,118.74987446603637,30.940560476893047,3.43511599124259,S,38.46257495553948,4651_4662
b62b0f461be5ee9702131b83ac8a1abb,2,2020-09-01 10:03:10,118.74955128602491,30.940706637503123,3.43511599124259,S,3.496597723230862,4651_4662
