cid,nlane,turn,dnroad,geom,len
9016_9172,0,S#U,9172_5339#9172_9016,LINESTRING(118.872658361 30.9850849050001;118.872306514 30.9856803370001;118.870707517 30.987641013;118.869394054 30.989011583;118.867928306 30.9902489030001;118.865853416 30.9916004360001;118.864235383 30.992438007;118.862845778 30.9930090770001;118.860618602 30.9938276120001;118.858048784 30.9943796470001;118.855555109 30.9946271110001;118.852833006 30.9946271110001;118.843924304 30.9944177180001;118.83440646 30.99405604;118.826620863 30.993808576;118.821614477 30.993808576;118.817521804 30.994017969;118.813517071 30.994391744),6052.26740862775
9017_9027,0,S#L#U#R,9027_9026#9027_9060#9027_9017#9027_9020,LINESTRING(118.708386941 31.0185076500001;118.706759985 31.0184838550001;118.704949061 31.0184690130001;118.703013283 31.018466485;118.702817929 31.018474784),531.8149141613933
9017_9061,0,R#U,9061_9060#9061_9017,LINESTRING(118.708386941 31.0185076500001;118.708434531 31.0173060220001;118.708446428 31.015860499;118.708464274 31.01413539;118.708458325 31.0138558040001),515.8432676997452
9018_9017,0,R#S#U,9017_9027#9017_9061#9017_9018,LINESTRING(118.708214465 31.023639191;118.708286409 31.02206197;118.708336378 31.020413003;118.708386941 31.0185076500001),569.1853454815415
9018_9020,0,R#L#S#U,9020_9019#9020_9027#9020_9071#9020_9018,LINESTRING(118.708214465 31.023639191;118.706174729 31.0235848890001;118.704218329 31.0235606360001;118.703343333 31.0235507950001),465.2188355850981
9019_9018,0,S#R#U#L,9018_9017#9018_9020#9018_9019#9018_9068,LINESTRING(118.706651125 31.0271431900001;118.707101437 31.0265805660001;118.707472633 31.02598808;118.707736754 31.0254098710001;118.70792949 31.0249030460001;118.708122226 31.024246315;118.708214465 31.023639191),421.40230322471433
9019_9021,0,R#U#S#L,9021_9068#9021_9019#9021_9022#9021_9029,LINESTRING(118.706651125 31.0271431900001;118.70715676 31.0274108790001;118.707947931 31.0277499520001;118.708620128 31.0279760010001;118.709250686 31.0281187690001;118.710254818 31.028241311),369.0223544733545
9020_9019,3,R#S#U#L,9019_9018#9019_9021#9019_9020#9019_9028,LINESTRING(118.703343333 31.0235507950001;118.703563774 31.0240082500001;118.70380172 31.0244246550001;118.703992077 31.0247339850001;118.704188382 31.025013572;118.704450123 31.025370491;118.704735658 31.025679821;118.705205602 31.026137867;118.705639854 31.026494787;118.706038413 31.026798168;118.706371538 31.0269944730001;118.706651125 31.0271431900001),517.8015840986518
9020_9027,0,R#S#L#U,9027_9026#9027_9060#9027_9017#9027_9020,LINESTRING(118.703343333 31.0235507950001;118.703004601 31.02237237;118.702915371 31.0217834540001;118.702879679 31.021212383;118.702861833 31.0203319830001;118.702843987 31.0192731220001;118.702817929 31.018474784),567.4274846599453
9020_9071,0,U#L,9071_9020#9071_9026,LINESTRING(118.703343333 31.0235507950001;118.701973782 31.023535382;118.699800997 31.023494826;118.699266374 31.023499481;118.698463627 31.023538681;118.696866778 31.0236360370001;118.695427568 31.023729034),756.7568084754503
9021_9068,0,R#S#U#L,9068_9018#9068_9067#9068_9021#9068_9031,LINESTRING(118.710254818 31.028241311;118.710541861 31.027633398;118.711084378 31.0264341500001;118.711626895 31.0252634550001;118.71213372 31.0241284520001;118.71234376 31.0236218840001),549.658940615559
9022_9021,0,L#S#U#R,9021_9068#9021_9019#9021_9022#9021_9029,LINESTRING(118.7168095 31.028694321;118.716318736 31.028664577;118.714742343 31.028554527;118.712651391 31.028405811;118.710885375 31.0282829510001;118.710254818 31.028241311),627.8294738696211
9022_9030,0,L#U#R,9030_9029#9030_9022#9030_9033,LINESTRING(118.7168095 31.028694321;118.716588408 31.030219555;118.716388533 31.0318137940001;118.716212453 31.0332271940001),505.79824608436473
9023_9022,3,S#R#U#L,9022_9021#9022_9030#9022_9023#9022_9031,LINESTRING(118.722452986 31.0290607580001;118.721940212 31.029045291;118.721050889 31.028988779;118.719343626 31.028869806;118.718159844 31.0287835500001;118.717193188 31.0287240640001;118.7168095 31.028694321),540.3954718010425
9023_9033,0,L#U#R,9033_9030#9033_9023#9033_9085,LINESTRING(118.722452986 31.0290607580001;118.722283648 31.0306347710001;118.722151588 31.031836399;118.72196599 31.0335400930001),498.79576748031803
9024_9023,0,S#R#U#L,9023_9022#9023_9033#9023_9024#9023_9034,LINESTRING(118.739836003 31.0317583240001;118.736040763 31.0303901340001;118.735100876 31.0301164960001;118.73426582 31.0299233120001;118.733334261 31.0297841140001;118.731910154 31.029687746;118.73002919 31.029573531;118.728630067 31.0294807330001;118.726156617 31.029337965;118.725135829 31.0292665810001;118.724297069 31.029202336;118.723558246 31.0291452290001;118.722452986 31.0290607580001),1702.376456255626
9024_9072,3,R#U#L,9072_9034#9072_9024#9072_9073,LINESTRING(118.739836003 31.0317583240001;118.740454663 31.030354442;118.740716404 31.029819064;118.741577079 31.028044064),444.1432401159399
9026_9025,0,U,9025_9026,LINESTRING(118.69554371 31.019249227;118.694326275 31.0193882250001;118.69200153 31.0196477750001;118.69022088 31.0198448040001;118.687849677 31.0201106150001),740.8439229107648
9026_9071,0,R#U,9071_9020#9071_9026,LINESTRING(118.69554371 31.019249227;118.695427568 31.023729034),496.7992431896506
9027_9026,0,S#R#U#L,9026_9025#9026_9071#9026_9027#9026_9058,LINESTRING(118.702817929 31.018474784;118.701767305 31.0185669050001;118.699287739 31.0188419880001;118.696370346 31.019174316;118.69554371 31.019249227),699.91884227057
9027_9060,0,R#S#U#L,9060_9058#9060_9141#9060_9027#9060_9061,LINESTRING(118.702817929 31.018474784;118.702778552 31.0175718080001;118.702766654 31.016727099;118.702725014 31.014918709;118.702700963 31.014244691),469.1415126294763
9028_9019,2,S#L#R#U,9019_9018#9019_9021#9019_9020#9019_9028,LINESTRING(118.704812276 31.0295919700001;118.704966466 31.029359658;118.705733842 31.028336489;118.706651125 31.0271431900001),323.3701163821946
9029_9021,0,S#R#L#U,9021_9068#9021_9019#9021_9022#9021_9029,LINESTRING(118.708565401 31.031501173;118.709112677 31.030686207;118.709469596 31.0299307280001;118.709987129 31.0288064330001;118.710254818 31.028241311),396.5555094321047
9029_9028,0,L#U,9028_9019#9028_9029,LINESTRING(118.708565401 31.031501173;118.707685 31.031102613;118.70627517 31.0303828260001;118.704812276 31.0295919700001),416.352995515811
9030_9029,2,L#S#U#R,9029_9021#9029_9028#9029_9030#9029_9086,LINESTRING(118.716212453 31.0332271940001;118.714413581 31.033103462;118.712952592 31.032875034;118.711991289 31.032656123;118.710720657 31.032294445;118.709085479 31.0317291700001;118.708565401 31.031501173),760.6898665087665
9031_9022,3,L#S#R#U,9022_9021#9022_9030#9022_9023#9022_9031,LINESTRING(118.71859197 31.0230611050001;118.718457871 31.023463076;118.718172336 31.0243339580001;118.717597696 31.026139374;118.717194675 31.027366284;118.7168095 31.028694321),647.3763177200321
9031_9068,0,S#L#R#U,9068_9018#9068_9067#9068_9021#9068_9031,LINESTRING(118.71859197 31.0230611050001;118.718053673 31.0230717860001;118.716637329 31.0231908430001;118.715334885 31.023327459;118.71285437 31.0235846840001;118.71234376 31.0236218840001),600.0456920041527
9032_9031,3,S#L#U#R,9031_9022#9031_9068#9031_9032#9031_9034,LINESTRING(118.720885615 31.018631263;118.720618422 31.0191752870001;118.720204396 31.019981924;118.71969757 31.0209170520001;118.719250232 31.021735587;118.718921866 31.022356626;118.718705335 31.0227920680001;118.71859197 31.0230611050001),537.8919509355453
9032_9067,0,U#R,9067_9032#9067_9068,LINESTRING(118.720885615 31.018631263;118.718626912 31.0184926590001;118.716954393 31.018368535;118.715860721 31.018275654),481.4513743921033
9033_9030,0,S#L#U,9030_9029#9030_9022#9030_9033,LINESTRING(118.72196599 31.0335400930001;118.716212453 31.0332271940001),550.3901692495203
9034_9023,0,L#S#R#U,9023_9022#9023_9033#9023_9024#9023_9034,LINESTRING(118.724396956 31.0238873440001;118.72411266 31.0246944470001;118.723737895 31.025705718;118.723250106 31.0270025240001;118.722452986 31.0290607580001),602.8855247147073
9034_9031,3,R#S#L#U,9031_9022#9031_9068#9031_9032#9031_9034,LINESTRING(118.724396956 31.0238873440001;118.722900436 31.023601265;118.720835001 31.0232136720001;118.720057698 31.0231262120001;118.719300513 31.02307904;118.718784815 31.0230572780001;118.71859197 31.0230611050001),563.2547392905781
9035_9032,2,R#S#L#U,9032_9031#9032_9067#9032_5429#9032_9035,LINESTRING(118.726013949 31.019156529;118.724547011 31.018987587;118.723718959 31.018920962;118.723062227 31.018844819;118.721972434 31.018716329;118.720885615 31.018631263),493.23626329359166
9035_9034,0,S#L#U#R,9034_9023#9034_9031#9034_9035#9034_9072,LINESTRING(118.726013949 31.019156529;118.725611721 31.020304341;118.725076342 31.0219104770001;118.724701577 31.0229931320001;118.724396956 31.0238873440001),546.7648580362619
9036_5429,0,R#L#U#S,5429_9032#5429_8368#5429_9036#5429_9143,LINESTRING(118.728186754 31.015067227;118.725506147 31.014526711;118.723853755 31.0142594000001;118.723288395 31.0141975340001),477.8574184076628
9036_9035,3,L#S#U#R,9035_9032#9035_9034#9035_9036#9035_9070,LINESTRING(118.728186754 31.015067227;118.727554808 31.016272622;118.726793381 31.0176907810001;118.726013949 31.019156529),498.6005228653064
9037_9039,0,S#U,9039_9014#9039_9037,LINESTRING(118.822839549 30.9030394800001;118.821779328 30.9035044190001;118.820420656 30.90407787;118.81925234 30.904577556;118.818429047 30.904886886;118.818198239 30.9049796850001;118.817986466 30.90509152;118.817405879 30.905476993;118.815837814 30.9065596470001;118.81250181 30.9088463090001;118.810940883 30.9098766160001;118.809532242 30.910802227;118.809094247 30.9111068780001),1597.4438252113093
9038_9037,0,S#U,9037_9039#9037_9038,LINESTRING(118.834311999 30.8981254990001;118.831647002 30.8992765630001;118.828886828 30.9004514220001;118.826733416 30.901370489;118.824437186 30.9023694160001;118.823076134 30.902935728;118.822839549 30.9030394800001),1224.675515300834
9038_9080,0,S#U#R#L,9080_9014#9080_9038#9080_9094#9080_9095,LINESTRING(118.834311999 30.8981254990001;118.82774444 30.9028550670001;118.823575624 30.9057675280001;118.821005806 30.9075378470001;118.817579382 30.909650808;118.816020776 30.910537074),2226.5825858636163
9039_9014,0,S#U#U,9014_4526#9014_9039#9014_9080,LINESTRING(118.809094247 30.9111068780001;118.808461484 30.9115469980001;118.807845204 30.911949126;118.807290789 30.9123250810001;118.80662692 30.912777179;118.806148649 30.913084129;118.805901184 30.9132245170001;118.805663239 30.9134529460001;118.805420534 30.913669477;118.805175448 30.913857454;118.804699557 30.9141715430001;118.803809639 30.914645056;118.802455725 30.915523077;118.800899557 30.916581937;118.799638444 30.917419507;118.799245833 30.917686007;118.798334498 30.9182856310001;118.797851468 30.918621135;118.797080523 30.91913034),1454.293704150698
9040_9043,3,S#U#L,9043_9042#9043_9040#9043_9139,LINESTRING(118.78849897 30.9070858870001;118.787419872 30.908076851;118.786337217 30.909076225;118.78556984 30.9097900630001;118.784838333 30.9104550800001),511.8492111237565
9041_8461,3,S#L#U,8461_8460#8461_9079#8461_9041,LINESTRING(118.794051605 30.901796157;118.7898803 30.9000948930001;118.78149032 30.896716058;118.780046664 30.8961224230001),1479.3452089663922
9041_9040,0,S#U#L,9040_9043#9040_9041#9040_9140,LINESTRING(118.794051605 30.901796157;118.79382657 30.902015175;118.793273345 30.902633834;118.792696326 30.903231674;118.791801054 30.9040555620001;118.790096765 30.9056319540001;118.788912983 30.9067056870001;118.78849897 30.9070858870001),791.4692781552487
9041_9044,0,U,9044_9041,LINESTRING(118.794051605 30.901796157;118.794269925 30.9015140550001;118.794467762 30.901250127;118.79459692 30.9010217490001;118.79499548 30.899855813;118.795346451 30.898773159;118.795658755 30.8978689630001;118.79610193 30.8967178990001;118.796166937 30.896562126),617.428079182701
9042_4415,3,S#R#U#L,4415_4497#4415_8358#4415_9042#4415_9136,LINESTRING(118.780403017 30.9145288820001;118.779919987 30.914888181;118.779368371 30.9152509260001;118.777631364 30.9163514270001;118.776360936 30.9171073300001;118.774341759 30.918373968;118.774242396 30.918458667),732.9324061822667
9043_9042,3,S#U#L,9042_4415#9042_9043#9042_9045,LINESTRING(118.784838333 30.9104550800001;118.783443197 30.9117233750001;118.782467618 30.9126394670001;118.781757829 30.9132910320001;118.780403017 30.9145288820001),619.4861371510315
9045_9042,1,L#R#U,9042_4415#9042_9043#9042_9045,LINESTRING(118.77981529 30.909472527;118.779845034 30.9099365220001;118.779916418 30.910876409;118.780077031 30.912333829;118.780403017 30.9145288820001),563.6041387365393
9045_9079,0,R#S#L#U,9079_9078#9079_8369#9079_8461#9079_9045,LINESTRING(118.77981529 30.909472527;118.779385418 30.9020500300001;118.779259783 30.9014675380001;118.77891714 30.900690882;118.778608762 30.900234025;118.773118483 30.894764944),1842.3459370037158
9047_9046,0,U,9046_9047,LINESTRING(118.650358153 30.9340667550001;118.650160139 30.93403683;118.648339612 30.933759422;118.646608097 30.9335071;118.644615238 30.933186499;118.643099959 30.932952852;118.642114424 30.9327816530001;118.641020193 30.932566492;118.639580582 30.9322244730001;118.638185013 30.9318675640001;118.637492299 30.9316615990001;118.637402526 30.9316333510001),1268.9390248779328
9047_9121,0,R#S#U,9121_9102#9121_9119#9121_9047,LINESTRING(118.650358153 30.9340667550001;118.649129057 30.9411507240001),794.1231806601443
9048_9106,0,S#R#U,9106_9104#9106_9105#9106_9048,LINESTRING(118.671602716 30.9365481520001;118.670559001 30.936537786;118.66950376 30.9365013140001;118.668581272 30.936458348;118.668079755 30.936429031),337.0068600222028
9048_9107,2,S#L#U#R,9107_9099#9107_9105#9107_9048#9107_9108,LINESTRING(118.671602716 30.9365481520001;118.670906755 30.940076526),396.7989877635568
9049_9048,0,S#R#U,9048_9106#9048_9107#9048_9049,LINESTRING(118.681140632 30.9360403110001;118.680416882 30.9361236880001;118.678637419 30.9363018980001;118.677318847 30.9364025240001;118.675612592 30.9364938480001;118.674774496 30.9365285690001;118.673050799 30.9365723650001;118.672718632 30.9365718920001;118.671602716 30.9365481520001),914.2778952803062
9049_9097,0,S#L#U,9097_9002#9097_9108#9097_9049,LINESTRING(118.681140632 30.9360403110001;118.680632375 30.9400663070001),448.99074359798055
9050_9049,0,S#R#U,9049_9048#9049_9097#9049_9050,LINESTRING(118.685394921 30.9354758280001;118.685385119 30.935476824;118.683747275 30.9356795040001;118.682079524 30.935913569;118.681140632 30.9360403110001),411.3784586493217
9051_9053,0,S#U,9053_9148#9053_9051,LINESTRING(118.702783772 30.8997443060001;118.698094797 30.9011998980001;118.692629846 30.902917861;118.687786889 30.904455689;118.682734519 30.906053328;118.682595161 30.9060972560001;118.678155235 30.907496704;118.676377123 30.908039912;118.674913797 30.908545614;118.6734735 30.9091034940001;118.671803778 30.9098361160001;118.670257005 30.9106387090001;118.667301059 30.9125300490001;118.665786533 30.9137340570001;118.664050716 30.915280706;118.663594322 30.915727405),4193.5161142601155
9051_9092,0,U,9092_9051,LINESTRING(118.702783772 30.8997443060001;118.700838991 30.8985143670001;118.696717765 30.8954876930001),748.1160984764387
9052_8367,0,U,8367_9052,LINESTRING(118.716467291 30.9088459870001;118.7176625 30.9076163610001),177.87463730165595
9052_9051,5,R#S#U#L,9051_9053#9051_9092#9051_9052#9051_9147,LINESTRING(118.716467291 30.9088459870001;118.714987266 30.907822819;118.713897473 30.907104222;118.713345438 30.9067425440001;118.711827342 30.905747929;118.7109517 30.90516734;118.710047505 30.904553439;118.709043373 30.903896708;118.707967856 30.9032161820001;118.707077938 30.9026213170001;118.705864413 30.9018265770001;118.705007807 30.9012650240001;118.703970362 30.9005654630001;118.702783772 30.8997443060001),1652.2345117052475
9053_9148,0,S#U,9148_9103#9148_9053,LINESTRING(118.663594322 30.915727405;118.662130491 30.9172973;118.661227485 30.918421595;118.660681399 30.919181833;118.659539258 30.9209271670001;118.658863491 30.9220931030001;118.658304317 30.9231995530001;118.657840323 30.9242167720001;118.657235939 30.9257384370001;118.657105488 30.9261885880001),1325.5084307759673
9054_4440,0,R#L#U,4440_4497#4440_4471#4440_9054,LINESTRING(118.752895655 30.9155227040001;118.752682693 30.9164270970001;118.752055823 30.9182072360001;118.751562059 30.919585844;118.751056271 30.9209090950001),623.0014094751141
9056_9057,0,S#U#L#R,9057_9069#9057_9056#9057_9066#9057_9091,LINESTRING(118.657260102 31.0107779090001;118.657086623 31.011155321;118.656904731 31.0116097970001;118.656737864 31.01205215;118.656570125 31.012524338;118.656316005 31.0132076;118.655913422 31.014356837;118.655691452 31.0150575800001;118.655461043 31.0157187830001;118.655452594 31.0157430310001;118.655238807 31.01635658;118.654999181 31.016997899;118.654731478 31.017698034;118.654513422 31.018385602;118.654270521 31.01899833;118.654011963 31.0197472580001;118.653769072 31.020441109;118.653532505 31.02110028;118.653284233 31.0218037430001;118.653076439 31.022364721;118.652867361 31.0229316790001;118.652687287 31.0234135650001;118.65249797 31.0239218140001;118.652323726 31.0243403970001;118.651829215 31.0252825970001),1690.8274619967458
9057_9069,0,U,9069_9057,LINESTRING(118.651829215 31.0252825970001;118.651620706 31.025665256;118.651197565 31.0264317940001;118.650791515 31.027145622;118.650436961 31.0277931740001;118.65007008 31.028449235;118.64969594 31.029086299;118.649401895 31.0295481640001;118.648983906 31.030133296;118.648515383 31.0307608270001;118.647974423 31.0315264750001;118.647498173 31.032188697;118.647016478 31.032856952;118.646642751 31.033359196;118.646301053 31.0337906440001;118.646126971 31.034060094;118.646040868 31.034209122;118.645945706 31.0343952480001;118.645888895 31.034555832;118.645859171 31.0346802820001;118.645816561 31.0348609660001;118.645780516 31.0351012150001;118.645756086 31.035372334;118.645736498 31.035924935;118.645725693 31.0365048620001;118.645724421 31.0369140720001;118.645742868 31.037342117;118.645767174 31.038030158;118.645762732 31.0386577240001;118.645743041 31.038882255;118.645720427 31.039017351;118.64569811 31.039089215;118.645623454 31.0392595710001;118.645421327 31.03956845),1740.1180882536091
